level,strategy,samples,win_rate,remaining_on_win,mean_score,one_star,two_star,three_star,boosters_per_game
170,BOOSTER_ASSISTED,8,0.625,8.8,22584.375,5,0,0,0.125
171,RANDOM,8,0.5,10.75,14109.375,4,0,0,0.0
171,GREEDY,8,0.75,9.166666666666666,18750.0,6,0,0,0.0
171,STRATEGIC,8,1.0,11.75,11300.0,8,0,0,0.0
171,BOOSTER_ASSISTED,8,1.0,12.375,11175.0,8,0,0,0.5
172,RANDOM,8,0.625,10.2,14481.25,5,0,0,0.0
172,GREEDY,8,1.0,8.25,19050.0,8,0,0,0.0
172,STRATEGIC,8,1.0,8.375,15300.0,8,0,0,0.0
172,BOOSTER_ASSISTED,8,1.0,9.0,15300.0,8,0,0,0.125
173,RANDOM,8,0.5,10.0,13703.125,4,0,0,0.0
173,GREEDY,8,0.875,11.714285714285714,17431.25,7,0,0,0.0
173,STRATEGIC,8,1.0,17.375,8140.625,8,0,0,0.0
173,BOOSTER_ASSISTED,8,1.0,17.375,8140.625,8,0,0,0.0
174,RANDOM,8,0.875,14.0,11015.625,7,0,0,0.0
174,GREEDY,8,1.0,12.5,13262.5,8,0,0,0.0
174,STRATEGIC,8,1.0,19.5,6321.875,8,0,0,0.0
174,BOOSTER_ASSISTED,8,1.0,19.5,6321.875,8,0,0,0.0
175,RANDOM,8,0.0,0.0,16262.5,0,0,0,0.0
175,GREEDY,8,0.25,8.0,23534.375,2,0,0,0.0
175,STRATEGIC,8,0.625,10.2,21043.75,5,0,0,0.0
175,BOOSTER_ASSISTED,8,0.625,12.0,21881.25,5,0,0,0.875
176,RANDOM,8,0.375,11.0,18375.0,3,0,0,0.0
176,GREEDY,8,1.0,11.625,17800.0,8,0,0,0.0
176,STRATEGIC,8,1.0,11.875,15478.125,8,0,0,0.0
176,BOOSTER_ASSISTED,8,1.0,11.875,15478.125,8,0,0,0.0
177,RANDOM,8,0.375,8.666666666666666,13253.125,3,0,0,0.0
177,GREEDY,8,0.625,8.6,20678.125,5,0,0,0.0
177,STRATEGIC,8,0.75,16.5,8915.625,6,0,0,0.0
177,BOOSTER_ASSISTED,8,0.875,14.857142857142858,9709.375,7,0,0,0.75
178,RANDOM,8,0.5,11.5,12281.25,4,0,0,0.0
178,GREEDY,8,0.875,16.142857142857142,14725.0,7,0,0,0.0
178,STRATEGIC,8,1.0,19.875,6571.875,8,0,0,0.0
178,BOOSTER_ASSISTED,8,1.0,19.875,6571.875,8,0,0,0.0
179,RANDOM,8,0.75,10.333333333333334,10318.75,6,0,0,0.0
179,GREEDY,8,1.0,7.75,16059.375,8,0,0,0.0
179,STRATEGIC,8,1.0,18.5,6856.25,8,0,0,0.0
179,BOOSTER_ASSISTED,8,1.0,18.5,6856.25,8,0,0,0.0
180,RANDOM,8,0.375,9.666666666666666,16687.5,3,0,0,0.0
180,GREEDY,8,0.5,7.75,30428.125,4,0,0,0.0
180,STRATEGIC,8,0.75,12.333333333333334,16675.0,6,0,0,0.0
180,BOOSTER_ASSISTED,8,0.75,12.333333333333334,16675.0,6,0,0,0.0
181,RANDOM,8,0.625,10.2,13193.75,5,0,0,0.0
181,GREEDY,8,1.0,6.0,17562.5,8,0,0,0.0
181,STRATEGIC,8,0.875,15.857142857142858,7440.625,7,0,0,0.0
181,BOOSTER_ASSISTED,8,1.0,14.5,7278.125,8,0,0,0.125
182,RANDOM,8,0.625,6.8,15050.0,5,0,0,0.0
182,GREEDY,8,0.75,10.5,18600.0,6,0,0,0.0
182,STRATEGIC,8,1.0,13.5,12078.125,8,0,0,0.0
182,BOOSTER_ASSISTED,8,1.0,13.5,12078.125,8,0,0,0.0
183,RANDOM,8,0.75,12.333333333333334,10115.625,6,0,0,0.0
183,GREEDY,8,0.75,11.333333333333334,15509.375,6,0,0,0.0
183,STRATEGIC,8,1.0,17.375,6581.25,8,0,0,0.0
183,BOOSTER_ASSISTED,8,1.0,17.375,6581.25,8,0,0,0.0
184,RANDOM,8,0.25,1.5,20375.0,2,0,0,0.0
184,GREEDY,8,0.625,3.8,20721.875,5,0,0,0.0
184,STRATEGIC,8,0.875,9.857142857142858,16496.875,7,0,0,0.0
184,BOOSTER_ASSISTED,8,1.0,10.0,16693.75,8,0,0,0.625
185,RANDOM,8,0.5,5.75,16353.125,4,0,0,0.0
185,GREEDY,8,0.75,7.333333333333333,25118.75,6,0,0,0.0
185,STRATEGIC,8,0.625,10.8,16100.0,5,0,0,0.0
185,BOOSTER_ASSISTED,8,0.625,10.8,15696.875,5,0,0,0.375
186,RANDOM,8,0.625,9.6,12409.375,5,0,0,0.0
186,GREEDY,8,0.75,11.833333333333334,16412.5,6,0,0,0.0
186,STRATEGIC,8,1.0,11.5,10021.875,8,0,0,0.0
186,BOOSTER_ASSISTED,8,1.0,12.25,10268.75,8,0,0,0.5
187,RANDOM,8,0.75,4.0,16375.0,6,0,0,0.0
187,GREEDY,8,0.75,6.166666666666667,14925.0,6,0,0,0.0
187,STRATEGIC,8,1.0,14.25,7631.25,8,0,0,0.0
187,BOOSTER_ASSISTED,8,1.0,14.375,7225.0,8,0,0,0.125
188,RANDOM,8,0.5,1.75,17303.125,4,0,0,0.0
188,GREEDY,8,1.0,5.75,22640.625,8,0,0,0.0
188,STRATEGIC,8,0.75,4.833333333333333,18765.625,6,0,0,0.0
188,BOOSTER_ASSISTED,8,1.0,5.875,18721.875,8,0,0,0.625
189,RANDOM,8,0.75,5.5,13862.5,6,0,0,0.0
189,GREEDY,8,1.0,8.75,20037.5,8,0,0,0.0
189,STRATEGIC,8,1.0,17.375,7409.375,8,0,0,0.0
189,BOOSTER_ASSISTED,8,1.0,17.375,7409.375,8,0,0,0.0
190,RANDOM,8,0.125,10.0,12356.25,1,0,0,0.0
190,GREEDY,8,0.375,3.3333333333333335,23840.625,3,0,0,0.0
190,STRATEGIC,8,0.25,13.0,13428.125,2,0,0,0.0
190,BOOSTER_ASSISTED,8,0.25,13.0,14281.25,2,0,0,0.75
191,RANDOM,8,0.5,8.25,14993.75,4,0,0,0.0
191,GREEDY,8,1.0,7.875,18706.25,8,0,0,0.0
191,STRATEGIC,8,1.0,15.5,8709.375,8,0,0,0.0
191,BOOSTER_ASSISTED,8,1.0,15.5,8709.375,8,0,0,0.0
192,RANDOM,8,0.0,0.0,15081.25,0,0,0,0.0
192,GREEDY,8,0.75,4.666666666666667,23750.0,6,0,0,0.0
192,STRATEGIC,8,0.875,6.714285714285714,20131.25,7,0,0,0.0
192,BOOSTER_ASSISTED,8,1.0,7.75,19593.75,8,0,0,0.875
193,RANDOM,8,0.75,9.166666666666666,13959.375,6,0,0,0.0
193,GREEDY,8,0.875,12.571428571428571,14918.75,7,0,0,0.0
193,STRATEGIC,8,1.0,16.25,8603.125,8,0,0,0.0
193,BOOSTER_ASSISTED,8,1.0,16.25,8603.125,8,0,0,0.0
194,RANDOM,8,0.375,9.333333333333334,14900.0,3,0,0,0.0
194,GREEDY,8,0.75,6.5,19621.875,6,0,0,0.0
194,STRATEGIC,8,0.75,14.0,11487.5,6,0,0,0.0
194,BOOSTER_ASSISTED,8,1.0,12.0,9890.625,8,0,0,0.375
195,RANDOM,8,0.125,7.0,14556.25,1,0,0,0.0
195,GREEDY,8,0.125,2.0,21415.625,1,0,0,0.0
195,STRATEGIC,8,0.375,9.0,16362.5,3,0,0,0.0
195,BOOSTER_ASSISTED,8,0.5,7.75,17606.25,4,0,0,0.125
196,RANDOM,8,0.5,6.75,17259.375,4,0,0,0.0
196,GREEDY,8,0.625,8.2,22409.375,5,0,0,0.0
196,STRATEGIC,8,0.5,9.5,16715.625,4,0,0,0.0
196,BOOSTER_ASSISTED,8,1.0,8.5,17603.125,8,0,0,1.0
197,RANDOM,8,0.5,11.5,14678.125,4,0,0,0.0
197,GREEDY,8,1.0,5.875,18068.75,8,0,0,0.0
197,STRATEGIC,8,0.875,17.571428571428573,8434.375,7,0,0,0.0
197,BOOSTER_ASSISTED,8,1.0,16.0,8234.375,8,0,0,0.125
198,RANDOM,8,0.5,8.75,13546.875,4,0,0,0.0
198,GREEDY,8,0.875,7.285714285714286,17759.375,7,0,0,0.0
198,STRATEGIC,8,0.75,16.166666666666668,10546.875,6,0,0,0.0
198,BOOSTER_ASSISTED,8,1.0,13.25,10115.625,8,0,0,0.375
199,RANDOM,8,0.75,13.0,11234.375,6,0,0,0.0
199,GREEDY,8,0.875,14.285714285714286,12359.375,7,0,0,0.0
199,STRATEGIC,8,1.0,19.125,8078.125,8,0,0,0.0
199,BOOSTER_ASSISTED,8,1.0,19.125,8078.125,8,0,0,0.0
200,RANDOM,8,0.125,3.0,15146.875,1,0,0,0.0
200,GREEDY,8,0.625,9.4,20903.125,5,0,0,0.0
200,STRATEGIC,8,0.75,12.166666666666666,16256.25,6,0,0,0.0
200,BOOSTER_ASSISTED,8,0.875,10.714285714285714,16518.75,7,0,0,0.5
